"","DR_NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","LAT","LON"
"1995",211412913,"06/05/2021 12:00:00 AM",2100,14,"Pacific",624,"BATTERY - SIMPLE ASSAULT",40,"M","B",101,"STREET",33.9843,-118.4643
"1996",210314737,"08/16/2021 12:00:00 AM",344,3,"Southwest",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",24,"F","H",101,"STREET",34.0346,-118.3049
"1997",220616316,"09/01/2022 12:00:00 AM",1630,6,"Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",65,"M","W",707,"GARAGE/CARPORT",34.0926,-118.3375
"1998",230704786,"01/18/2023 12:00:00 AM",1655,7,"Wilshire",210,"ROBBERY",0,"X","X",404,"DEPARTMENT STORE",34.0501,-118.3442
"1999",230709964,"05/23/2023 12:00:00 AM",640,7,"Wilshire",625,"OTHER ASSAULT",24,"F","H",101,"STREET",34.0846,-118.3464
"2000",200912482,"07/06/2020 12:00:00 AM",1200,9,"Van Nuys",946,"OTHER MISCELLANEOUS CRIME",26,"M","W",501,"SINGLE FAMILY DWELLING",34.1814,-118.4225
"2001",240805449,"02/07/2024 12:00:00 AM",1035,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",46,"M","W",102,"SIDEWALK",34.0471,-118.4461
"2002",220914008,"09/18/2022 12:00:00 AM",1920,9,"Van Nuys",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",22,"M","W",409,"BEAUTY SUPPLY STORE",34.1576,-118.4387
"2003",231513400,"08/09/2023 12:00:00 AM",1000,15,"N Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,"M","B",707,"GARAGE/CARPORT",34.1608,-118.3758
"2004",200806804,"02/23/2020 12:00:00 AM",1115,8,"West LA",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"X","X",405,"CLOTHING STORE",34.0626,-118.4454
"2005",232108140,"04/20/2023 12:00:00 AM",1,21,"Topanga",121,"RAPE, FORCIBLE",27,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1938,-118.5884
"2006",231714618,"09/02/2023 12:00:00 AM",1200,17,"Devonshire",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,"M","H",103,"ALLEY",34.2422,-118.4897
"2007",221111949,"07/20/2022 12:00:00 AM",1200,11,"Northeast",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",31,"F","O",101,"STREET",34.082,-118.2695
"2008",201412638,"05/28/2020 12:00:00 AM",200,14,"Pacific",480,"BIKE - STOLEN",39,"M","O",501,"SINGLE FAMILY DWELLING",33.9883,-118.4673
"2009",220617677,"10/18/2022 12:00:00 AM",1145,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",301,"GAS STATION",34.1006,-118.3417
"2010",221104448,"01/13/2022 12:00:00 AM",1630,11,"Northeast",210,"ROBBERY",28,"F","W",101,"STREET",34.1001,-118.2901
"2011",231209113,"03/27/2023 12:00:00 AM",1516,12,"77th Street",753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"X","X",101,"STREET",33.9842,-118.2842
"2012",201209486,"03/20/2020 12:00:00 AM",2100,12,"77th Street",520,"VEHICLE - ATTEMPT STOLEN",0,"X","X",104,"DRIVEWAY",33.9719,-118.3177
"2013",221016248,"11/07/2022 12:00:00 AM",900,10,"West Valley",648,"ARSON",0,"M","W",109,"PARK/PLAYGROUND",34.1695,-118.4807
"2014",241910880,"08/13/2024 12:00:00 AM",1800,19,"Mission",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2247,-118.4699
"2015",210809606,"05/20/2021 12:00:00 AM",2000,8,"West LA",440,"THEFT PLAIN - PETTY ($950 & UNDER)",30,"M","W",504,"OTHER RESIDENCE",34.0562,-118.4656
"2016",240604151,"11/14/2023 12:00:00 AM",800,6,"Hollywood",354,"THEFT OF IDENTITY",64,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1036,-118.3049
"2017",200706067,"02/13/2020 12:00:00 AM",630,7,"Wilshire",850,"INDECENT EXPOSURE",18,"F","H",124,"BUS STOP",34.0553,-118.3279
"2018",231516798,"10/28/2023 12:00:00 AM",1700,15,"N Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1613,-118.3829
"2019",240808272,"05/07/2024 12:00:00 AM",1940,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",27,"M","W",117,"BEACH",34.0278,-118.5188
"2020",230514343,"08/01/2023 12:00:00 AM",100,5,"Harbor",901,"VIOLATION OF RESTRAINING ORDER",33,"M","H",501,"SINGLE FAMILY DWELLING",33.7326,-118.305
"2021",241409847,"05/25/2024 12:00:00 AM",1705,14,"Pacific",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",26,"M","W",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9455,-118.4001
"2022",221105152,"02/01/2022 12:00:00 AM",800,11,"Northeast",330,"BURGLARY FROM VEHICLE",26,"F","F",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1085,-118.2603
"2023",241809851,"05/07/2024 12:00:00 AM",105,18,"Southeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,"F","H",101,"STREET",33.9339,-118.2848
"2024",211416059,"07/15/2021 12:00:00 AM",1500,14,"Pacific",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",24,"F","O",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9298,-118.3784
"2025",210301104,"10/15/2021 12:00:00 AM",1400,3,"Southwest",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0327,-118.3136
"2026",201112293,"08/08/2020 12:00:00 AM",930,11,"Northeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.118,-118.2707
"2027",201911744,"07/04/2020 12:00:00 AM",2130,19,"Mission",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",210,"RESTAURANT/FAST FOOD",34.2265,-118.4565
"2028",222008007,"04/02/2022 12:00:00 AM",1215,20,"Olympic",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0667,-118.2871
"2029",200609508,"04/26/2020 12:00:00 AM",230,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",60,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0929,-118.3048
"2030",210811530,"07/11/2021 12:00:00 AM",1600,8,"West LA",330,"BURGLARY FROM VEHICLE",24,"F","A",108,"PARKING LOT",34.046,-118.5593
"2031",230409169,"05/01/2023 12:00:00 AM",1800,4,"Hollenbeck",310,"BURGLARY",49,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0477,-118.2278
"2032",220107155,"02/23/2022 12:00:00 AM",1,1,"Central",860,"BATTERY WITH SEXUAL CONTACT",27,"F","W",102,"SIDEWALK",34.0468,-118.2415
"2033",231811067,"05/28/2023 12:00:00 AM",30,18,"Southeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9465,-118.2332
"2034",221815727,"08/12/2022 12:00:00 AM",1800,18,"Southeast",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",33.9457,-118.239
"2035",241507877,"03/20/2024 12:00:00 AM",725,15,"N Hollywood",210,"ROBBERY",40,"M","O",101,"STREET",34.1689,-118.3781
"2036",231707641,"04/02/2023 12:00:00 AM",1545,17,"Devonshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",67,"F","W",108,"PARKING LOT",34.2607,-118.6025
"2037",200517552,"12/06/2020 12:00:00 AM",1700,5,"Harbor",310,"BURGLARY",33,"M","H",501,"SINGLE FAMILY DWELLING",33.839,-118.2996
"2038",210301136,"10/30/2021 12:00:00 AM",2125,3,"Southwest",251,"SHOTS FIRED AT INHABITED DWELLING",20,"X","X",402,"MARKET",34.0155,-118.3427
"2039",212111783,"07/12/2021 12:00:00 AM",1030,21,"Topanga",354,"THEFT OF IDENTITY",55,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1837,-118.5846
"2040",221006807,"03/16/2022 12:00:00 AM",655,10,"West Valley",888,"TRESPASSING",52,"M","B",501,"SINGLE FAMILY DWELLING",34.1539,-118.4963
"2041",240406240,"03/08/2024 12:00:00 AM",1600,4,"Hollenbeck",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"M","H",101,"STREET",34.0173,-118.22
"2042",200319628,"10/30/2020 12:00:00 AM",2220,3,"Southwest",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",33,"F","H",101,"STREET",34.0054,-118.2827
"2043",201416438,"08/30/2020 12:00:00 AM",1948,14,"Pacific",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9747,-118.4287
"2044",210604681,"01/18/2021 12:00:00 AM",500,6,"Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1,-118.3113
"2045",231519634,"12/27/2023 12:00:00 AM",1400,15,"N Hollywood",888,"TRESPASSING",91,"X","X",913,"MTA - RED LINE - NORTH HOLLYWOOD",34.172,-118.3789
"2046",240708376,"04/24/2024 12:00:00 AM",2200,7,"Wilshire",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0458,-118.3602
"2047",230313980,"07/15/2023 12:00:00 AM",1953,3,"Southwest",440,"THEFT PLAIN - PETTY ($950 & UNDER)",19,"M","I",712,"COLISEUM",34.0146,-118.2872
"2048",231905398,"02/02/2023 12:00:00 AM",1630,19,"Mission",900,"VIOLATION OF COURT ORDER",29,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.3238,-118.4387
"2049",201220008,"09/05/2020 12:00:00 AM",1540,12,"77th Street",210,"ROBBERY",57,"F","H",102,"SIDEWALK",33.9601,-118.2793
"2050",221106213,"03/01/2022 12:00:00 AM",1430,11,"Northeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,"M","H",501,"SINGLE FAMILY DWELLING",34.1335,-118.2065
"2051",220604265,"01/06/2022 12:00:00 AM",1640,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",31,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1016,-118.331
"2052",221114564,"10/01/2022 12:00:00 AM",1300,11,"Northeast",888,"TRESPASSING",0,"M","H",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",34.0954,-118.2961
"2053",221704365,"01/02/2022 12:00:00 AM",2300,17,"Devonshire",480,"BIKE - STOLEN",35,"M","H",501,"SINGLE FAMILY DWELLING",34.2536,-118.6061
"2054",200321955,"12/19/2020 12:00:00 AM",200,3,"Southwest",626,"INTIMATE PARTNER - SIMPLE ASSAULT",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0326,-118.335
"2055",210316142,"09/17/2021 12:00:00 AM",1000,3,"Southwest",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0073,-118.298
"2056",220618080,"10/22/2022 12:00:00 AM",300,6,"Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",36,"M","B",506,"ABANDONED BUILDING ABANDONED HOUSE",34.0845,-118.3078
"2057",230122513,"10/23/2023 12:00:00 AM",830,1,"Central",624,"BATTERY - SIMPLE ASSAULT",32,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.039,-118.24
"2058",230815273,"08/27/2023 12:00:00 AM",1540,8,"West LA",850,"INDECENT EXPOSURE",22,"F","A",101,"STREET",34.0352,-118.4387
"2059",240905023,"01/29/2024 12:00:00 AM",1900,9,"Van Nuys",330,"BURGLARY FROM VEHICLE",50,"M","O",101,"STREET",34.1954,-118.4433
"2060",241811019,"03/30/2024 12:00:00 AM",1900,18,"Southeast",354,"THEFT OF IDENTITY",38,"F","H",501,"SINGLE FAMILY DWELLING",33.931,-118.2543
"2061",232001072,"12/08/2023 12:00:00 AM",2002,20,"Olympic",888,"TRESPASSING",0,"X","X",921,"MTA - PURPLE LINE - WILSHIRE/NORMANDIE",34.0617,-118.3004
"2062",230906115,"02/24/2023 12:00:00 AM",2045,9,"Van Nuys",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.1925,-118.4531
"2063",200114278,"07/01/2020 12:00:00 AM",2100,1,"Central",330,"BURGLARY FROM VEHICLE",22,"F","W",101,"STREET",34.0357,-118.2324
"2064",211205882,"01/28/2021 12:00:00 AM",1530,12,"77th Street",210,"ROBBERY",15,"M","H",101,"STREET",33.9719,-118.3134
"2065",231516706,"10/26/2023 12:00:00 AM",1400,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",23,"F","O",220,"NAIL SALON",34.1812,-118.3703
"2066",232010489,"05/20/2023 12:00:00 AM",1600,20,"Olympic",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,"M","H",122,"VEHICLE, PASSENGER/TRUCK",34.055,-118.2842
"2067",201810014,"04/17/2020 12:00:00 AM",1845,18,"Southeast",440,"THEFT PLAIN - PETTY ($950 & UNDER)",21,"F","B",501,"SINGLE FAMILY DWELLING",33.9457,-118.2379
"2068",212111781,"07/22/2021 12:00:00 AM",800,21,"Topanga",310,"BURGLARY",38,"M","W",120,"STORAGE SHED",34.1993,-118.6059
"2069",210905123,"01/28/2021 12:00:00 AM",1900,9,"Van Nuys",354,"THEFT OF IDENTITY",50,"F","W",501,"SINGLE FAMILY DWELLING",34.1667,-118.4455
"2070",221408298,"03/26/2022 12:00:00 AM",1140,14,"Pacific",510,"VEHICLE - STOLEN",0,"","",104,"DRIVEWAY",33.9556,-118.449
"2071",230811153,"06/22/2023 12:00:00 AM",1240,8,"West LA",900,"VIOLATION OF COURT ORDER",22,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0566,-118.4445
"2072",221814536,"07/20/2022 12:00:00 AM",800,18,"Southeast",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",33.9465,-118.23
"2073",211116587,"12/16/2021 12:00:00 AM",1500,11,"Northeast",310,"BURGLARY",32,"M","W",501,"SINGLE FAMILY DWELLING",34.1116,-118.2691
"2074",201111140,"07/05/2020 12:00:00 AM",2300,11,"Northeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,"M","H",102,"SIDEWALK",34.1059,-118.2319
"2075",210414369,"10/28/2021 12:00:00 AM",1410,4,"Hollenbeck",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",39,"F","H",108,"PARKING LOT",34.0591,-118.1939
"2076",240911037,"08/19/2024 12:00:00 AM",2229,9,"Van Nuys",354,"THEFT OF IDENTITY",34,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1535,-118.4499
"2077",201113139,"09/01/2020 12:00:00 AM",1815,11,"Northeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.097,-118.2065
"2078",211007055,"04/12/2021 12:00:00 AM",1800,10,"West Valley",888,"TRESPASSING",81,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1866,-118.4836
"2079",221816275,"08/24/2022 12:00:00 AM",1345,18,"Southeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,"M","B",101,"STREET",33.931,-118.2826
"2080",210108619,"04/08/2021 12:00:00 AM",2300,1,"Central",440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"F","B",102,"SIDEWALK",34.0401,-118.2459
"2081",230813239,"08/13/2023 12:00:00 AM",1430,8,"West LA",626,"INTIMATE PARTNER - SIMPLE ASSAULT",57,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0409,-118.4579
"2082",211004816,"01/26/2021 12:00:00 AM",2330,10,"West Valley",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"F","H",122,"VEHICLE, PASSENGER/TRUCK",34.1745,-118.5407
"2083",221109774,"05/28/2022 12:00:00 AM",547,11,"Northeast",440,"THEFT PLAIN - PETTY ($950 & UNDER)",37,"M","O",501,"SINGLE FAMILY DWELLING",34.0916,-118.2708
"2084",220619859,"11/24/2022 12:00:00 AM",1400,6,"Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",55,"F","O",503,"HOTEL",34.0944,-118.3223
"2085",231313473,"05/23/2023 12:00:00 AM",952,13,"Newton",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",402,"MARKET",33.9893,-118.2594
"2086",210716608,"12/10/2021 12:00:00 AM",1745,7,"Wilshire",210,"ROBBERY",21,"M","B",101,"STREET",34.0408,-118.3435
"2087",201606323,"01/03/2020 12:00:00 AM",1530,16,"Foothill",662,"BUNCO, GRAND THEFT",65,"M","H",501,"SINGLE FAMILY DWELLING",34.2777,-118.3496
"2088",231910144,"06/05/2023 12:00:00 AM",830,19,"Mission",761,"BRANDISH WEAPON",26,"M","H",501,"SINGLE FAMILY DWELLING",34.3029,-118.4404
"2089",221900872,"10/23/2022 12:00:00 AM",600,19,"Mission",310,"BURGLARY",0,"M","O",407,"HARDWARE/BUILDING SUPPLY",34.228,-118.4344
"2090",210207072,"03/05/2021 12:00:00 AM",1830,2,"Rampart",354,"THEFT OF IDENTITY",38,"F","H",501,"SINGLE FAMILY DWELLING",34.0771,-118.2718
"2091",240910552,"07/26/2024 12:00:00 AM",1800,9,"Van Nuys",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.203,-118.4619
"2092",230917122,"09/27/2023 12:00:00 AM",1415,9,"Van Nuys",480,"BIKE - STOLEN",39,"F","W",707,"GARAGE/CARPORT",34.1512,-118.4446
"2093",201312897,"06/25/2020 12:00:00 AM",2355,13,"Newton",310,"BURGLARY",28,"M","H",704,"ELEMENTARY SCHOOL",34.0185,-118.2609
"2094",220611821,"06/16/2022 12:00:00 AM",1150,6,"Hollywood",888,"TRESPASSING",0,"X","X",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",34.1016,-118.3452
"2095",230800972,"10/01/2023 12:00:00 AM",300,8,"West LA",122,"RAPE, ATTEMPTED",23,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0495,-118.4609
"2096",200908162,"04/04/2020 12:00:00 AM",1015,9,"Van Nuys",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",202,"LIQUOR STORE",34.1721,-118.4574
"2097",201911072,"05/23/2020 12:00:00 AM",1700,19,"Mission",626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"F","B",108,"PARKING LOT",34.3007,-118.4747
"2098",220513846,"08/31/2022 12:00:00 AM",1200,5,"Harbor",354,"THEFT OF IDENTITY",58,"M","B",202,"LIQUOR STORE",33.7321,-118.295
"2099",221807736,"03/18/2022 12:00:00 AM",2320,18,"Southeast",251,"SHOTS FIRED AT INHABITED DWELLING",44,"M","H",501,"SINGLE FAMILY DWELLING",33.9482,-118.2387
"2100",242104350,"12/30/2023 12:00:00 AM",2100,21,"Topanga",354,"THEFT OF IDENTITY",20,"F","H",501,"SINGLE FAMILY DWELLING",34.2177,-118.6191
"2101",220706088,"02/25/2022 12:00:00 AM",930,7,"Wilshire",900,"VIOLATION OF COURT ORDER",60,"F","B",501,"SINGLE FAMILY DWELLING",34.0531,-118.3391
"2102",232106168,"02/26/2023 12:00:00 AM",1458,21,"Topanga",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,"M","W",151,"TOW YARD*",34.2138,-118.5951
"2103",240400504,"01/01/2024 12:00:00 AM",2145,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,"M","H",108,"PARKING LOT",34.0469,-118.2032
"2104",230221116,"11/16/2023 12:00:00 AM",2100,2,"Rampart",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"X","X",203,"OTHER BUSINESS",34.0438,-118.2841
"2105",212110095,"06/13/2021 12:00:00 AM",2040,21,"Topanga",210,"ROBBERY",35,"M","X",402,"MARKET",34.1865,-118.6256
"2106",241707379,"03/21/2024 12:00:00 AM",1248,17,"Devonshire",624,"BATTERY - SIMPLE ASSAULT",44,"F","H",210,"RESTAURANT/FAST FOOD",34.2354,-118.5361
"2107",230507996,"04/16/2023 12:00:00 AM",300,5,"Harbor",946,"OTHER MISCELLANEOUS CRIME",28,"F","H",104,"DRIVEWAY",33.7944,-118.2576
"2108",211116419,"08/16/2021 12:00:00 AM",2327,11,"Northeast",354,"THEFT OF IDENTITY",48,"M","W",605,"AUTOMATED TELLER MACHINE (ATM)",34.1367,-118.2116
"2109",231010905,"06/30/2023 12:00:00 AM",1330,10,"West Valley",210,"ROBBERY",42,"M","O",101,"STREET",34.1602,-118.5186
"2110",211305372,"02/02/2021 12:00:00 AM",706,13,"Newton",310,"BURGLARY",0,"F","H",418,"",34.039,-118.2444
"2111",221711953,"08/01/2022 12:00:00 AM",700,17,"Devonshire",354,"THEFT OF IDENTITY",31,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2518,-118.5886
"2112",201911222,"06/20/2020 12:00:00 AM",1800,19,"Mission",330,"BURGLARY FROM VEHICLE",59,"M","H",101,"STREET",34.2887,-118.4517
"2113",230717705,"11/27/2023 12:00:00 AM",1740,7,"Wilshire",888,"TRESPASSING",43,"M","O",218,"BEAUTY/BARBER SHOP",34.0782,-118.3573
"2114",200409309,"05/07/2020 12:00:00 AM",2300,4,"Hollenbeck",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0591,-118.1965
"2115",210310077,"05/09/2021 12:00:00 AM",2150,3,"Southwest",350,"THEFT, PERSON",34,"F","H",501,"SINGLE FAMILY DWELLING",34.023,-118.2944
"2116",211114069,"10/12/2021 12:00:00 AM",2330,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",50,"M","A",102,"SIDEWALK",34.1177,-118.2928
"2117",230610718,"05/31/2023 12:00:00 AM",1008,6,"Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",52,"M","H",101,"STREET",34.093,-118.3068
"2118",210808862,"05/01/2021 12:00:00 AM",2030,8,"West LA",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",68,"M","W",504,"OTHER RESIDENCE",34.0481,-118.416
"2119",200706709,"02/26/2020 12:00:00 AM",1540,7,"Wilshire",440,"THEFT PLAIN - PETTY ($950 & UNDER)",44,"F","B",101,"STREET",34.0387,-118.3213
"2120",220505099,"01/29/2022 12:00:00 AM",1530,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",31,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7403,-118.2814
"2121",231107641,"04/09/2023 12:00:00 AM",1245,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",0,"F","H",101,"STREET",34.0982,-118.2918
"2122",241806472,"02/23/2024 12:00:00 AM",130,18,"Southeast",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",37,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9519,-118.2893
"2123",241214569,"08/21/2024 12:00:00 AM",130,12,"77th Street",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",22,"M","H",122,"VEHICLE, PASSENGER/TRUCK",33.9673,-118.3112
"2124",201416746,"06/15/2020 12:00:00 AM",1,14,"Pacific",662,"BUNCO, GRAND THEFT",61,"F","O",501,"SINGLE FAMILY DWELLING",33.9662,-118.3998
"2125",200907067,"03/07/2020 12:00:00 AM",300,9,"Van Nuys",888,"TRESPASSING",0,"X","X",203,"OTHER BUSINESS",34.1867,-118.4487
"2126",211911991,"08/15/2021 12:00:00 AM",1120,19,"Mission",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.2283,-118.4636
"2127",222006180,"02/15/2022 12:00:00 AM",1830,20,"Olympic",330,"BURGLARY FROM VEHICLE",0,"X","X",108,"PARKING LOT",34.0509,-118.2937
"2128",231712629,"06/19/2023 12:00:00 AM",1500,17,"Devonshire",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",404,"DEPARTMENT STORE",34.2757,-118.5144
"2129",200213570,"08/05/2020 12:00:00 AM",1100,2,"Rampart",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",25,"F","O",108,"PARKING LOT",34.0906,-118.2827
"2130",201214563,"06/12/2020 12:00:00 AM",800,12,"77th Street",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"X","X",402,"MARKET",33.964,-118.2739
"2131",241106528,"03/06/2024 12:00:00 AM",1500,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",25,"M","H",701,"HOSPITAL",34.0982,-118.294
"2132",231309256,"04/15/2023 12:00:00 AM",2130,13,"Newton",624,"BATTERY - SIMPLE ASSAULT",35,"M","H",501,"SINGLE FAMILY DWELLING",34.0057,-118.2714
"2133",210316681,"09/29/2021 12:00:00 AM",2330,3,"Southwest",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0304,-118.3677
"2134",212106504,"02/26/2021 12:00:00 AM",1645,21,"Topanga",440,"THEFT PLAIN - PETTY ($950 & UNDER)",61,"F","H",404,"DEPARTMENT STORE",34.1883,-118.5984
"2135",230514808,"10/17/2023 12:00:00 AM",245,5,"Harbor",310,"BURGLARY",0,"X","X",402,"MARKET",33.7868,-118.2658
"2136",221413450,"07/02/2022 12:00:00 AM",1212,14,"Pacific",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",48,"M","W",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9351,-118.379
"2137",211806292,"02/15/2021 12:00:00 AM",2000,18,"Southeast",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",25,"M","H",101,"STREET",33.9455,-118.2851
"2138",210505961,"02/18/2021 12:00:00 AM",2100,5,"Harbor",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",33.737,-118.3039
"2139",232009874,"04/08/2023 12:00:00 AM",1530,20,"Olympic",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",65,"M","K",710,"OTHER PREMISE",34.0526,-118.2916
"2140",230613423,"08/04/2023 12:00:00 AM",1545,6,"Hollywood",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.0981,-118.3092
"2141",231710734,"05/29/2023 12:00:00 AM",912,17,"Devonshire",956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0,"X","X",203,"OTHER BUSINESS",34.2413,-118.5084
